text,language,violence,directed_vs_generalized,gender,race,national_origin,disability,religion,sexual_orientation,isHate,original_language
मैं थकान से मरा जा रहा था।,hin,1,0,0,0,0,0,0,0,1,hin
Estas hamburguesas están más ricas que las de aquel local.,spa,0,0,1,0,0,1,0,0,1,spa
"In the 1950's, the Finns were cited as having one of the least healthy diets in the world.",eng,1,0,0,0,0,0,0,0,1,eng
"If you see a man approaching you with the obvious intention of doing you good, you should run for your life.",eng,0,0,1,0,0,0,0,0,1,eng
"Please, can you indicate this to me on the map?",eng,0,0,0,0,0,0,0,0,0,eng
¿Por qué no vas en mi lugar?,spa,0,0,0,0,0,0,0,0,0,spa
ஆப்பிரிக்க கண்டத்தில் கிளிமஞ்சாரோவிற்கு அடுத்தபடியாக கென்யா மலையில் இரண்டாவது மிக உயரமான மலைமுகடு உள்ளது.,tam,0,0,0,0,0,0,0,0,0,tam
这周我一直在工作。,cmn,0,0,0,0,0,0,0,0,0,cmn
他为美国承受了比我们大多数人所能想象的更多的牺牲。,cmn,0,0,0,0,0,0,0,0,0,cmn
他们午饭吃了三明治。,cmn,0,0,0,0,0,0,0,0,0,cmn
游泳使腿部强健。,cmn,0,0,0,0,0,0,0,0,0,cmn
எவன்?,tam,0,0,0,0,0,0,0,0,0,tam
Seguramente él me llamará por teléfono esta noche.,spa,0,0,0,0,0,0,0,0,0,spa
एक बूढ़ा आदमी पेड़ की छाया में आराम कर रहा था।,hin,0,0,1,0,0,0,0,0,1,hin
生活就是當你忙著進行你的計劃時總有其他的事情發生。,cmn,0,0,0,0,0,0,0,0,0,cmn
Are you not tired?,eng,0,0,0,0,0,0,0,0,0,eng
स्कूल साढ़े-आठ बजे शुरू होता है।,hin,0,0,0,0,0,0,0,0,0,hin
It's a pity when somebody dies.,eng,1,0,0,0,0,0,0,0,1,eng
你开始学习英语了吗？,cmn,0,0,0,0,0,0,0,0,0,cmn
"Every man's work, whether it be literature or music or a picture or architecture or anything else, is always a portrait of himself.",eng,0,0,1,0,0,0,0,0,1,eng
You look very charming today.,eng,0,0,0,0,0,0,0,0,0,eng
那是我每天在火车上看到的男人。,cmn,0,0,1,0,0,0,0,0,1,cmn
男人应该工作。,cmn,0,0,1,0,0,0,0,0,1,cmn
Hay una casa en la colina.,spa,0,0,0,0,0,0,0,0,0,spa
उसने अपने बच्चों को अच्छी शिक्षा दी।,hin,0,0,0,0,0,0,0,0,0,hin
Nothing is impossible for the man who doesn't have to do it himself.,eng,0,0,1,0,0,0,0,0,1,eng
他的房子又小又旧。,cmn,0,0,0,0,0,0,0,0,0,cmn
Voy a la escuela porque quiero aprender.,spa,0,0,0,0,0,0,0,0,0,spa
你怎么会不知道？,cmn,0,0,0,0,0,0,0,0,0,cmn
The Germans are very crafty.,eng,0,0,1,0,0,0,0,0,1,eng
很少人这么认为。,cmn,0,0,0,0,0,0,0,0,0,cmn
बिजली चली गई।,hin,0,0,0,0,0,0,0,0,0,hin
वह धूल से लिपटी हुई गुड़िया कमरे के कोने में खड़ी हुई थी।,hin,1,0,0,0,0,0,0,0,1,hin
मुझे दिल की बीमारी है।,hin,1,0,0,0,0,0,0,0,1,hin
उस तरह का आदमी मुझसे झिलता नहीं है।,hin,0,0,1,0,0,0,0,0,1,hin
"You have only to study hard, and you will pass the test.",eng,0,0,0,0,0,0,0,0,0,eng
There are too many things to do!,eng,0,0,1,0,0,0,0,0,1,eng
由医生来决定某人何时该死是对的吗？,cmn,1,0,0,0,0,0,0,0,1,cmn
我有一个哥哥，也有一个姐姐。,cmn,0,0,0,0,0,0,0,0,0,cmn
等她回来的时候问问她。,cmn,0,0,0,0,0,0,0,0,0,cmn
我对外籍员工没有偏见。,cmn,0,0,0,0,0,0,0,0,0,cmn
यह इमारत बहुत ही सुंदर रंग के संगमरमर की बनी है।,hin,1,0,0,0,0,0,0,0,1,hin
हमने मान लिया था कि वह हमारे साथ आएगा।,hin,1,0,0,0,0,0,0,0,1,hin
"I'm sorry, I can't stay long.",eng,0,0,0,0,0,0,0,0,0,eng
अपनी मर्यादा अपने हाथ,hin,1,0,0,0,0,0,0,0,1,hin
You make me dream.,eng,0,0,0,0,0,0,0,0,0,eng
我不知道她是什么时候结婚的。,cmn,0,0,0,0,0,0,0,0,0,cmn
केन खुश है।,hin,0,0,0,0,0,0,0,0,0,hin
எனக்கு முன்னால் நட,tam,0,0,0,0,0,0,0,0,0,tam
Realmente necesito golpear a alguien.,spa,0,0,0,0,0,0,0,0,0,spa
要完成实验，三个月太短了。,cmn,0,0,0,0,0,0,0,0,0,cmn
¡Aborrezco profundamente la escritura formal!,spa,0,0,0,0,0,0,0,0,0,spa
Parece ser que en aquel momento él era rico.,spa,0,0,0,0,0,0,0,0,0,spa
उसने मुझसे पूछा कि मैं उसका पता जानता था या नहीं।,hin,0,0,0,0,0,0,0,0,0,hin
मुझे भरोसा है कि इस तरह की दवाई तुम्हारी बीमारी के लिए असरदार होगी।,hin,1,0,0,0,0,0,0,0,1,hin
Wolves won't usually attack people.,eng,1,0,0,0,0,0,0,0,1,eng
那是我該說的話!,cmn,0,0,0,0,0,0,0,0,0,cmn
इस घर में छः कमरे हैं।,hin,1,0,0,0,0,0,0,0,1,hin
हमारे पास सोचने के लिए बहुत सारी बातें हैं।,hin,1,0,0,0,0,0,0,0,1,hin
I'd like to study in Paris.,eng,0,0,0,0,0,0,0,0,0,eng
Who are those guys?,eng,0,0,0,0,0,0,0,0,0,eng
She has as many books as I.,eng,0,0,1,0,0,0,0,0,1,eng
Paris is the most beautiful city in the world.,eng,0,0,0,0,0,0,0,0,0,eng
书桌上有几本书。,cmn,0,0,0,0,0,0,0,0,0,cmn
मेरे कमरे में टीवी नहीं है।,hin,1,0,0,0,0,0,0,0,1,hin
"Even now, many years after the Cold War, there is still much rancor between the Russians and the Germans, especially in areas once occupied by the Soviet Union.",eng,0,0,1,0,0,0,0,0,1,eng
I always liked mysterious characters more.,eng,0,0,0,0,0,0,0,0,0,eng
He's already a man.,eng,0,0,1,0,0,0,0,0,1,eng
Yutaka tiene dos hermanos mayores.,spa,0,0,0,0,0,0,0,0,0,spa
Most people think I'm crazy.,eng,0,0,1,0,0,1,0,0,1,eng
Don't you know that he passed away two years ago?,eng,0,0,0,0,0,0,0,0,0,eng
Mis zapatos negros necesitan un arreglo de los tacones.,spa,0,0,0,1,0,0,0,0,1,spa
What do you think I've been doing?,eng,0,0,0,0,0,0,0,0,0,eng
"Ya que he vivido en Tokio antes, conozco bastante bien la ciudad.",spa,0,0,0,0,0,0,0,0,0,spa
¡Muchas gracias!,spa,0,0,0,0,0,0,0,0,0,spa
"Si pudiera enviarte un malvavisco, Trang, lo haría.",spa,1,0,0,0,0,0,0,0,1,spa
"¡Vamos! Háblame, Trang.",spa,0,0,0,0,0,0,0,0,0,spa
¿Dónde estás?,spa,0,0,0,0,0,0,0,0,0,spa
"If you don't eat, you die.",eng,1,0,0,0,0,0,0,0,1,eng
பலர் அவர்கள் ஈட்டுவதைவிட கூடுதலாகச் செலவிடுகின்றனர்.,tam,0,0,0,0,0,0,0,0,0,tam
"The wealthy, self-indulgent young man felt oddly drawn to the strict, ascetic life led by members of some monastic orders.",eng,0,0,1,0,0,0,0,0,1,eng
我觉得这个网站的构思非常好。,cmn,0,0,0,0,0,0,0,0,0,cmn
अपना कमरा जितना साफ़-सुथरा रख सकते हो रखो।,hin,1,0,0,0,0,0,0,0,1,hin
It's no use pretending to make me believe that I believe things you don't believe!,eng,0,0,0,0,0,0,0,0,0,eng
Ese hombre estuvo una hora hablando.,spa,0,0,1,0,0,0,0,0,1,spa
Adoro la lasaña.,spa,0,0,0,0,0,0,0,0,0,spa
"Thank you. ""You're welcome.""",eng,0,0,0,0,0,0,0,0,0,eng
हमारी हाँग काँग की ट्रिप को कैनसल कर दोगे क्या?,hin,1,0,0,0,0,0,0,0,1,hin
"Could you turn on the light, please?",eng,0,0,0,0,0,0,0,0,0,eng
在非洲找不到野生的老虎。,cmn,0,0,0,0,0,0,0,0,0,cmn
"You don't go to school on Sunday, do you?",eng,0,0,0,0,0,0,0,0,0,eng
நீ என்ன செய்யத் திட்டமிட்டிருக்கிறாய்,tam,0,0,0,0,0,0,0,0,0,tam
You need to study harder.,eng,0,0,0,0,0,0,0,0,0,eng
That's the stupidest thing I've ever said.,eng,0,0,1,0,0,1,0,0,1,eng
"En países como Noruega o Finlandia, la nieve es abundante en invierno.",spa,0,0,0,0,0,0,0,0,0,spa
许多工人死于饥饿。,cmn,1,0,0,0,0,0,0,0,1,cmn
The early bird catches the worm.,eng,0,0,0,0,0,0,0,0,0,eng
¿Tiene dificultades para comprender lo que le dicen mujeres o niños pequeños?,spa,0,0,1,0,0,0,0,0,1,spa
Esta es la misma cámara que perdí.,spa,0,0,0,0,0,0,0,0,0,spa
在公车上，一个陌生人和我说了话。,cmn,0,0,0,0,0,0,0,0,0,cmn
死是唯一的解脱吗？,cmn,1,0,0,0,0,0,0,0,1,cmn
Could you dial for me? The telephone is too high.,eng,0,0,0,0,0,0,0,0,0,eng
एक भाषा कभी काफ़ी नहीं होती।,hin,0,0,0,0,0,0,0,0,0,hin
बारिश मेरे चेहरे पर गिर रही थी।,hin,0,0,0,0,0,0,0,0,0,hin
You will find it stated a few pages further on.,eng,0,0,0,0,0,0,0,0,0,eng
Se le pidió que rindiera cuentas de su conducta.,spa,1,0,0,0,0,0,0,0,1,spa
டாம் கால்பந்தை எடுத்தார்.,tam,0,0,0,0,0,0,0,0,0,tam
是在这点上我们的意见有分歧。,cmn,0,0,0,0,0,0,0,0,0,cmn
¡Sería genial si pudiera hablar diez idiomas!,spa,1,0,0,0,0,0,0,0,1,spa
You should have accepted his advice.,eng,0,0,0,0,0,0,0,0,0,eng
I knew it was plastic but it tasted like wood.,eng,0,0,0,0,0,0,0,0,0,eng
谁是你的汉语老师?,cmn,0,0,0,0,0,0,0,0,0,cmn
"En una sociedad acomodada, la mayoría de las personas tienen altos estándares de vida.",spa,0,0,0,0,0,0,0,0,0,spa
मैं जहाँ भी जाता हूँ हमेशा अपना कैमरा ले कर जाता हूँ।,hin,1,0,0,0,0,0,0,0,1,hin
"Nuestro profesor dice que nuestra escuela es la primera del estado, y en cierto modo es la verdad.",spa,0,0,0,0,0,0,0,0,0,spa
Ven a las diez en punto.,spa,1,0,0,0,0,0,0,0,1,spa
Es posible que el partido de fútbol se suspenda a causa de la lluvia.,spa,0,0,0,0,0,0,0,0,0,spa
Éste es el tren con destino a Nueva York.,spa,0,0,0,0,0,0,0,0,0,spa
நீ ஒரு வழி காட்டி,tam,0,0,0,0,0,0,0,0,0,tam
男人能娶到一个好妻子是很幸福的。,cmn,0,0,1,0,0,0,0,0,1,cmn
You have many books.,eng,0,0,1,0,0,0,0,0,1,eng
दुनिया मेरे बिना खुशी से मुस्कुराएगी।,hin,0,0,0,0,0,0,0,0,0,hin
No sé si tengo tiempo.,spa,0,0,0,0,0,0,0,0,0,spa
Ella parece poseída por un espíritu maligno.,spa,0,0,0,0,0,0,0,0,0,spa
मैं खुशकिसमत था कि सफ़ल हो गया।,hin,0,0,0,0,0,0,0,0,0,hin
तुम्हारे पैर सूज गए हैं क्योंकि तुम्हारे जूते बहुत छोटे हैं।,hin,0,0,0,0,0,0,0,0,0,hin
वह हमेशा अपनी टीचर की शिक़ायत करती है।,hin,0,0,0,0,0,0,0,0,0,hin
El coste de la vida ha aumentado drásticamente.,spa,0,0,0,0,0,0,0,0,0,spa
Why are you sorry for something you haven't done?,eng,0,0,0,0,0,0,0,0,0,eng
Ese adivino no es más que un mentiroso.,spa,0,0,0,0,0,0,0,0,0,spa
你其实没必要带伞。,cmn,0,0,0,0,0,0,0,0,0,cmn
"You should eat more, or you won't get well soon.",eng,0,0,0,0,0,0,0,0,0,eng
मुझे अगले हफ़्ते देखने आओगे ना?,hin,0,0,0,0,0,0,0,0,0,hin
You look happy today.,eng,0,0,0,0,0,0,0,0,0,eng
Mi padre dejó de beber.,spa,0,0,0,0,0,0,0,0,0,spa
Do you take me for a fool?,eng,0,0,0,0,0,0,0,0,0,eng
मैं टैक्सी का इंतेज़ार कर रहा था।,hin,0,0,0,0,0,0,0,0,0,hin
她去过巴黎。,cmn,0,0,0,0,0,0,0,0,0,cmn
你更喜欢哪个，这个还是那个？,cmn,0,0,0,0,0,0,0,0,0,cmn
No estoy de acuerdo con que una mujer joven vaya allí sola.,spa,0,0,1,0,0,0,0,0,1,spa
坐在我旁边的男人跟我说话了。,cmn,0,0,1,0,0,0,0,0,1,cmn
उसने पत्थर को अपने हाथ में रखकर तोला।,hin,0,0,0,0,0,0,0,0,0,hin
我有很多朋友帮我。,cmn,0,0,0,0,0,0,0,0,0,cmn
死刑在美国的很多州都被废除了。,cmn,1,0,0,0,0,0,0,0,1,cmn
You will need much more money than you do now.,eng,0,0,0,0,0,0,0,0,0,eng
छोटी उम्र में मरना उसके भाग्य में था।,hin,1,0,0,0,0,0,0,0,1,hin
"A un hombre cuya mujer está muerta, se llama un viudo.",spa,0,0,1,0,0,0,0,0,1,spa
The problem with many things is the pre-conceived ideas we have about them!,eng,0,0,1,0,0,0,0,0,1,eng
ஆரம்பி!,tam,0,0,0,0,0,0,0,0,0,tam
你不应该在学校大楼里奔跑。,cmn,0,0,0,0,0,0,0,0,0,cmn
Mathematicians are like French people: whatever you tell them they translate it into their own language and turn it into something totally different.,eng,0,0,0,0,0,0,0,0,0,eng
Lo vi correr.,spa,0,0,0,0,0,0,0,0,0,spa
वह स्पोर्ट्स गाड़ियों के बारे में पागल है।,hin,0,0,1,0,0,1,0,0,1,hin
“这些车是你的吗？”“是的，是我的。”,cmn,0,0,0,0,0,0,0,0,0,cmn
¿Qué sería del mundo sin las mujeres?,spa,0,0,1,0,0,0,0,0,1,spa
"¡No fui yo, comisario!",spa,0,0,0,0,0,0,0,0,0,spa
अपने पैर धोओ।,hin,0,0,0,0,0,0,0,0,0,hin
由于噪音，我们无法入睡。,cmn,0,0,0,0,0,0,0,0,0,cmn
I wish she would stop playing that stupid music.,eng,0,0,1,0,0,1,0,0,1,eng
他把她的秘密告诉了他的朋友。,cmn,0,0,0,0,0,0,0,0,0,cmn
我四点再打过来。,cmn,0,0,0,0,0,0,0,0,0,cmn
அவனுக்குக் கடல் என்றால் பயம்,tam,0,0,0,0,0,0,0,0,0,tam
"लुई, तुम्हारे दोस्त आ रहे हैं।",hin,0,0,0,0,0,0,0,0,0,hin
அவள் அவனுக்கு ஒரு புத்தகத்தைக் கொடுத்தாள்,tam,0,0,0,0,0,0,0,0,0,tam
बैट और बॉल दोनो कल एकसाथ चोरी हो गए।,hin,0,0,0,0,0,0,0,0,0,hin
你昨天早上在打网球吗？,cmn,0,0,0,0,0,0,0,0,0,cmn
நிறைய மக்கள் நான் பைத்தியம் என்று எண்ணுகிறார்கள்,tam,0,0,1,0,0,1,0,0,1,tam
Es una palabra para la que me gustaría encontrar una sustituta.,spa,0,0,0,0,0,0,0,0,0,spa
मैं हर रोज़ अपनी डायरी में लिखती हूँ।,hin,0,0,0,0,0,0,0,0,0,hin
Me hicieron esperar cerca de 30 minutos.,spa,0,0,0,0,0,0,0,0,0,spa
You will be up against many difficulties.,eng,0,0,1,0,0,0,0,0,1,eng
I don't want to hear any more of your complaining.,eng,0,0,0,0,0,0,0,0,0,eng
उसने बच्चे को आग से बचाया।,hin,0,0,0,0,0,0,0,0,0,hin
Puede ser que la felicidad que nos espera allí no sea para nada la clase de felicidad que nosotros quisiéramos.,spa,0,0,0,0,0,0,0,0,0,spa
¿Son todos iguales?,spa,0,0,0,0,0,0,0,0,0,spa
Amar y ser amado es la mayor de las felicidades en esta vida.,spa,0,0,0,0,0,0,0,0,0,spa
मेरे ताऊजी क्रिकेट के शौकिया खिलाड़ी हैं।,hin,0,0,0,0,0,0,0,0,0,hin
I think it is best not to be impolite.,eng,0,0,0,0,0,0,0,0,0,eng
Las mujeres de verdad tienen curvas.,spa,0,0,1,0,0,0,0,0,1,spa
Su mujer es francesa.,spa,0,0,1,0,0,0,0,0,1,spa
मुझे जगे रहने के लिए शायद और कॉफ़ी पीनी पड़ेगी।,hin,0,0,0,0,0,0,0,0,0,hin
Un millón de personas perdieron la vida en la guerra.,spa,1,0,0,0,0,0,0,0,1,spa
ग़लतियाँ करने से मत डरो।,hin,0,0,0,0,0,0,0,0,0,hin
你爸爸很高。,cmn,0,0,0,0,0,0,0,0,0,cmn
You did this intentionally!,eng,0,0,0,0,0,0,0,0,0,eng
यह मेरा कुत्ता है।,hin,0,0,0,0,0,0,0,0,0,hin
मैं तुम्हारी आँखों में मर चुका हूँ।,hin,1,0,0,0,0,0,0,0,1,hin
No soy el único que tiene esta opinión.,spa,0,0,0,0,0,0,0,0,0,spa
La audiencia fue profundamente conmovida.,spa,1,0,0,0,0,0,0,0,1,spa
What is the advantage of this technology?,eng,0,0,0,0,0,0,0,0,0,eng
Creationism is a pseudo-science.,eng,0,0,0,0,0,0,0,0,0,eng
The audience acclaimed the actors for their performance.,eng,1,0,1,0,0,0,0,0,1,eng
उसने मुझसे एक एहसान माँगा।,hin,0,0,0,0,0,0,0,0,0,hin
"Oh, my white pants! And they were new.",eng,0,0,0,1,0,0,0,0,1,eng
वह बीमारी की वजह से हमारे साथ नहीं आ सका।,hin,1,0,0,0,0,0,0,0,1,hin
Sadly many people will believe things told to them via an email which they would find implausible face-to-face.,eng,0,0,1,0,0,0,0,0,1,eng
Me encontraste donde nadie estaba buscando.,spa,1,0,0,0,0,0,0,0,1,spa
The second half of a man's life is made up of nothing but the habits he has acquired during the first half.,eng,0,0,1,0,0,0,0,0,1,eng
The discrepancy between the stories of the two parties involved in the accident was so great that the authorities had a hard time deciding which side was telling the truth.,eng,0,0,0,0,0,0,0,0,0,eng
You'll have to manufacture some kind of excuse.,eng,0,0,1,0,0,0,0,0,1,eng
迟做总比不做好。,cmn,0,0,0,0,0,0,0,0,0,cmn
You're such a cute boy.,eng,0,0,0,0,0,0,0,0,0,eng
¿Cuándo volviste de tu viaje?,spa,0,0,0,0,0,0,0,0,0,spa
我讨厌化学。,cmn,0,0,0,0,0,0,0,0,0,cmn
我怕你没法跟她结婚。,cmn,0,0,0,0,0,0,0,0,0,cmn
他寻找一切可能的逃生途径。,cmn,0,0,0,0,0,0,0,0,0,cmn
मैंने कल रात एक प्रेम पत्र लिखा था।,hin,0,0,0,0,0,0,0,0,0,hin
Le dieron gracias a Dios.,spa,1,0,0,0,0,0,0,0,1,spa
तुमने अपना कमरा साफ़ किया है कि नहीं?,hin,1,0,0,0,0,0,0,0,1,hin
मैं तुम्हारा जितना हो सकेगा उतना मदद करूँगा।,hin,0,0,0,0,0,0,0,0,0,hin
La dieta básica de los japoneses es arroz y pescado.,spa,1,0,0,0,0,0,0,0,1,spa
日本的首都是东京。,cmn,0,0,0,0,0,0,0,0,0,cmn
Esta bicicleta lleva colocada aquí desde principios de mes.,spa,0,0,1,0,0,1,0,0,1,spa
मैं एक रात और रह सकता हूँ क्या?,hin,0,0,0,0,0,0,0,0,0,hin
A causa de la gran nevada el tren se retrasó diez minutos.,spa,1,0,0,0,0,0,0,0,1,spa
这部电影为她赢得了人气。,cmn,0,0,0,0,0,0,0,0,0,cmn
"Even though he apologized, I'm still furious.",eng,0,0,0,0,0,0,0,0,0,eng
他以牺牲自己的健康为代价完成了这项工作。,cmn,0,0,0,0,0,0,0,0,0,cmn
तुम टेनिस कब खेलना चाहते हो?,hin,0,0,0,0,0,0,0,0,0,hin
वह उसकी खरीदी हुई अँगूठी को देखकर खुशी से पागल हो गई।,hin,0,0,1,0,0,1,0,0,1,hin
那是一隻有惡意的兔子。,cmn,0,0,0,0,0,0,0,0,0,cmn
我感觉好像死了一样。,cmn,1,0,0,0,0,0,0,0,1,cmn
孩子给他刚死了的狗挖了个坟。,cmn,1,0,0,0,0,0,0,0,1,cmn
I love lasagna.,eng,0,0,0,0,0,0,0,0,0,eng
Nadie vino.,spa,1,0,0,0,0,0,0,0,1,spa
Mi padre está ocupado escribiendo cartas.,spa,0,0,0,0,0,0,0,0,0,spa
बिल गुनहगार नहीं था।,hin,0,0,0,0,0,0,0,0,0,hin
El hombre que está allá leyendo un diario es mi tío.,spa,0,0,1,0,0,0,0,0,1,spa
कौआ कोयले जैसा काला होता है।,hin,0,0,0,1,0,0,0,0,1,hin
कमरे को साफ़ करो।,hin,1,0,0,0,0,0,0,0,1,hin
¿Qué diantres pretenderá él?,spa,0,0,0,0,0,0,0,0,0,spa
他现在在英国工作.,cmn,0,0,0,0,0,0,0,0,0,cmn
Existe una pequeña posibilidad de recaída.,spa,0,0,0,0,0,0,0,0,0,spa
तुम उस ड्रेस में अच्छी लगती हो।,hin,0,0,0,0,0,0,0,0,0,hin
மன்னிக்கவும்.,tam,0,0,0,0,0,0,0,0,0,tam
इस कमरे में धूम्रपान करना मना है।,hin,1,0,0,0,0,0,0,0,1,hin
रेलगाड़ी में १५ डब्बे हैं।,hin,0,0,0,0,0,0,0,0,0,hin
Este texto está escrito en inglés simple.,spa,0,0,0,0,0,0,0,0,0,spa
You should emphasize that fact.,eng,0,0,0,0,0,0,0,0,0,eng
圣诞节的时候，我们送圣诞卡给朋友。,cmn,0,0,0,0,0,0,0,0,0,cmn
मुझे ट्राए करने दो।,hin,0,0,0,0,0,0,0,0,0,hin
आप इस घर के मालिक हैं क्या?,hin,0,0,0,0,0,0,0,0,0,hin
उसे किसी से भी बात करने का मन नहीं था।,hin,0,0,0,0,0,0,0,0,0,hin
You ran a red light.,eng,0,0,0,0,0,0,0,0,0,eng
Computers make people stupid.,eng,0,0,1,0,0,1,0,0,1,eng
"If you don't want to put on sunscreen, that's your problem. Just don't come complaining to me when you get a sunburn.",eng,0,0,0,0,0,0,0,0,0,eng
You should read such books as will benefit you.,eng,0,0,0,0,0,0,0,0,0,eng
You're lucky because he didn't bite you.,eng,0,0,0,0,0,0,0,0,0,eng
बुरी खबर तेज़ी से फैलती है।,hin,0,0,0,0,0,0,0,0,0,hin
"He visto a ese hombre antes, a menos que me equivoque.",spa,0,0,1,0,0,0,0,0,1,spa
वह औरत दिखने से अमीर लगती है।,hin,0,0,1,0,0,0,0,0,1,hin
Este es el vestido que confeccioné la semana pasada.,spa,0,0,0,0,0,0,0,0,0,spa
I ate caviar.,eng,0,0,0,0,0,0,0,0,0,eng
उसने हमारे लिए बहुत ही शानदार भोजन तैयार किया।,hin,1,0,0,0,0,0,0,0,1,hin
"Denying she was an anarchist, Katja maintained she wished only to make changes in our government, not to destroy it.",eng,1,0,0,0,0,0,0,0,1,eng
I'll bring you the bill immediately.,eng,0,0,0,0,0,0,0,0,0,eng
The profane language used on network television makes many parents with young children not want to subscribe to cable.,eng,0,0,1,0,0,0,0,0,1,eng
मेरी को राजनीति में दिलचस्पी है।,hin,0,0,0,0,0,0,0,0,0,hin
他把他的手从桌上移开了。,cmn,0,0,0,0,0,0,0,0,0,cmn
"Encontré una solución, pero la encontré tan rápido que no puede ser la correcta.",spa,0,0,0,0,0,0,0,0,0,spa
你的中文老师是谁？,cmn,0,0,0,0,0,0,0,0,0,cmn
जब मैं अठारह साल का था मैंने गाड़ी चलानी सीखी और लाईसेंस बनवालिया।,hin,0,0,0,0,0,0,0,0,0,hin
Hoy no me viene bien.,spa,0,0,0,0,0,0,0,0,0,spa
I like candlelight.,eng,0,0,0,0,0,0,0,0,0,eng
You must state the fact as it is.,eng,0,0,0,0,0,0,0,0,0,eng
मुझे केक अच्छा लगता है।,hin,0,0,0,0,0,0,0,0,0,hin
It is very hot today.,eng,0,0,0,0,0,0,0,0,0,eng
John tiene empleadas a 200 personas.,spa,0,0,0,0,0,0,0,0,0,spa
"En una realidad tridimensional, fuerzas como el electromagnetismo operan sólo tridimensionalmente y se comportan según las leyes tradicionales de la física.",spa,0,0,0,0,0,0,0,0,0,spa
You have only to follow the directions.,eng,0,0,0,0,0,0,0,0,0,eng
You should be ashamed of your conduct.,eng,0,0,0,0,0,0,0,0,0,eng
"वह आदमी तो भला है, पर बात बहुत ज़्यादा करता है।",hin,0,0,1,0,0,0,0,0,1,hin
这个工作没有酬劳。,cmn,0,0,0,0,0,0,0,0,0,cmn
मुझे नहीं पता कि वह आएगी कि नहीं।,hin,0,0,0,0,0,0,0,0,0,hin
मुझे तुम्हें स्टेशन तक पहुँचाने दो।,hin,0,0,0,0,0,0,0,0,0,hin
म्यूरियल भारतीय है।,hin,0,0,0,1,0,0,0,0,1,hin
谁来为风险投资提供资金？,cmn,0,0,0,0,0,0,0,0,0,cmn
बीमारी से लड़ना।,hin,1,0,0,0,0,0,0,0,1,hin
Do you know where the girl lives?,eng,0,0,0,0,0,0,0,0,0,eng
"Good morning, said Tom with a smile.",eng,0,0,0,0,0,0,0,0,0,eng
A ella le comenzó a gustar esa casa.,spa,0,0,0,0,0,0,0,0,0,spa
இது உங்க கிட்ட சின்ன அளவுல இருக்கா?,tam,0,0,0,0,0,0,0,0,0,tam
वह कहानी सुन कर पागल हो गया।,hin,0,0,1,0,0,1,0,0,1,hin
我尽快需要。,cmn,0,0,0,0,0,0,0,0,0,cmn
Eso va a costar 30 €.,spa,0,0,0,0,0,0,0,0,0,spa
La vista nocturna de Tokio es magnífica.,spa,0,0,0,0,0,0,0,0,0,spa
कपड़े बदलने का कमरा कहाँ पर है?,hin,1,0,0,0,0,0,0,0,1,hin
La primera edición se publicó hace diez años.,spa,1,0,0,0,0,0,0,0,1,spa
No se puede estar en misa y repicando.,spa,0,0,0,0,0,0,0,0,0,spa
我不该退出的。,cmn,0,0,0,0,0,0,0,0,0,cmn
"Oiga, ¿me pasa con el Sr. Johnson, por favor?",spa,0,0,0,0,0,0,0,0,0,spa
Esa caja estaba casi llena.,spa,0,0,0,0,0,0,0,0,0,spa
उसने मेरे लिए टेक्सी बुलवाई।,hin,0,0,0,0,0,0,0,0,0,hin
Communism will never be reached in my lifetime.,eng,0,0,0,0,0,0,0,0,0,eng
你想再来杯酒吗？,cmn,0,0,0,0,0,0,0,0,0,cmn
这药创造了奇迹。,cmn,0,0,0,0,0,0,0,0,0,cmn
La guerra es un crimen contra la humanidad.,spa,0,0,0,0,0,0,0,0,0,spa
The mandatory character of schooling is rarely analyzed in the multitude of works dedicated to the study of the various ways to develop within children the desire to learn.,eng,0,0,1,0,0,0,0,0,1,eng
他网球打得很烂。,cmn,0,0,0,0,0,0,0,0,0,cmn
जो मरने वाले हैं वे आपको सलाम करते हैं।,hin,1,0,0,0,0,0,0,0,1,hin
你家有多少人？,cmn,0,0,0,0,0,0,0,0,0,cmn
How many days will you remain in London?,eng,0,0,1,0,0,0,0,0,1,eng
उसे बहुत सारे कष्ट सहने पड़े थे।,hin,0,0,0,0,0,0,0,0,0,hin
No tengo la intención de ser egoísta.,spa,0,0,0,0,0,0,0,0,0,spa
这个炸弹可以炸死很多人。,cmn,1,0,0,0,0,0,0,0,1,cmn
Ella tiene dos gatos. Uno es negro y el otro es blanco.,spa,0,0,0,1,0,0,0,0,1,spa
वह बीमारी की वजह से स्कूल नहीं आया।,hin,1,0,0,0,0,0,0,0,1,hin
Esta es una foto de mi pintura.,spa,0,0,0,0,0,0,0,0,0,spa
इस गाँव में चीज़े हमारे गाँव के मुकाबले बहुत सस्ती हैं।,hin,1,0,0,0,0,0,0,0,1,hin
The murderer was convicted and sentenced to life in prison.,eng,0,0,0,0,0,0,0,0,0,eng
"Let's face it, it's impossible. We're never gonna make it.",eng,0,0,0,0,0,0,0,0,0,eng
我们也去了庙里。,cmn,0,0,0,0,0,0,0,0,0,cmn
It is necessary for you to stop smoking.,eng,0,0,0,0,0,0,0,0,0,eng
En cualquier caso hay que votar sí en el referéndum del 18 de febrero.,spa,0,0,0,0,0,0,0,0,0,spa
