text,language,original_language,violence,directed_vs_generalized,gender,race,national_origin,disability,religion,sexual_orientation,isHate
我的两个姐妹都结婚了。,cmn,cmn,0,0,0,0,0,0,0,0,0
You are cut,eng,eng,1,0,0,0,0,0,0,0,1
It is necessary for you to start now.,eng,eng,0,0,0,1,0,0,0,0,1
"Si el techo se cayera, él sería aplastado.",spa,spa,0,0,0,1,0,0,0,0,1
Ella vive en una casa grande.,spa,spa,0,0,0,0,0,0,0,0,0
அமைதி!,tam,tam,0,0,0,0,0,0,0,0,0
¿Cuántos vuelos hay al día?,spa,spa,0,0,0,0,0,0,0,0,0
他的單車撞上了欄杆。,cmn,cmn,0,0,0,0,0,0,0,0,0
他在小屋裏一個人住已有十多年了。,cmn,cmn,0,0,0,0,0,0,0,0,0
El hombre es parte de la naturaleza.,spa,spa,0,0,1,0,0,0,0,0,1
Mayuko 受不了一個人的生活。,cmn,cmn,0,0,0,0,0,0,0,0,0
The ball rolled into the stream.,eng,eng,0,0,0,1,0,0,0,0,1
彼得是一个利他主义的游戏玩家，他会把东西给需要的人，而不是为一己之私利出售。,cmn,cmn,0,0,0,0,0,0,0,0,0
那輛是他的車子。,cmn,cmn,0,0,0,0,0,0,0,0,0
No debes burlarte de él.,spa,spa,0,0,0,0,0,0,0,0,0
"Congela ese pescado y esa carne, por favor.",spa,spa,0,0,0,1,0,0,0,0,1
一个无辜的人被错抓了。,cmn,cmn,0,0,0,0,0,0,0,0,0
तुम विदेश जाना चाहती हो क्या?,hin,hin,0,0,0,0,0,0,0,0,0
En esta ideología está escrito mi discurso.,spa,spa,0,0,0,1,0,0,0,0,1
நீ செவிடன் ஆக இருக்கிறாய்,tam,tam,0,0,0,0,0,1,0,0,1
अफ़्रीका को एक समय में अंधेर महाद्वीप बुलाया जाता था।,hin,hin,0,0,0,0,0,0,0,0,0
¿Le importaría repartir esto?,spa,spa,0,0,0,1,0,0,0,0,1
他在一間女子中學教書。,cmn,cmn,0,0,0,0,0,0,0,0,0
他上学很可能会迟到。,cmn,cmn,0,0,0,0,0,0,0,0,0
Los chicos estaban callados.,spa,spa,0,0,0,1,0,0,0,0,1
Él es mucho mayor que Ken.,spa,spa,0,0,0,0,0,0,0,0,0
Ella intentó imprimir fuerza a su propia voz.,spa,spa,0,0,0,0,0,0,0,0,0
睡眠是最大的小偷，它偷了我们一半的生命。,cmn,cmn,0,0,0,0,0,0,0,0,0
It will be four years before the definite result of beef liberalization emerges.,eng,eng,0,0,0,0,0,0,0,0,0
A thousand yen is owed to you.,eng,eng,0,0,0,0,0,0,0,0,0
I had a miscarriage last year.,eng,eng,0,0,0,1,0,0,0,0,1
Go and speak to my colleague.,eng,eng,0,0,0,0,0,0,0,0,0
आलूओं को काटो।,hin,hin,1,0,0,0,0,0,0,0,1
El descanso es desde las 10:40h hasta las 11h.,spa,spa,0,0,0,1,0,0,0,0,1
他言之無物。,cmn,cmn,0,0,0,0,0,0,0,0,0
உங்களை வரவேற்கிறோம்.,tam,tam,0,0,0,0,0,0,0,0,0
我第一次游览西班牙的时候，一切都那么有趣。,cmn,cmn,1,0,0,0,0,0,0,0,1
Granting that favor is out of the question.,eng,eng,0,0,0,1,0,0,0,0,1
El mecanismo de esta máquina es complicado.,spa,spa,0,0,0,1,0,0,0,0,1
Es una pena que no pueda ir hoy.,spa,spa,0,0,0,0,0,0,0,0,0
What do you have for breakfast?,eng,eng,0,0,0,1,0,0,0,0,1
Hunger is the best sauce.,eng,eng,0,0,0,1,0,0,0,0,1
There is a piece of good news for you.,eng,eng,0,0,0,0,0,0,0,0,0
"Ella no sólo es guapa, sino también amable.",spa,spa,0,0,0,0,0,0,0,0,0
तुम यहाँ सारे के सारे पेड़ काट डालोगे क्या?,hin,hin,1,0,0,0,0,0,0,0,1
मेरा एक दोस्त है जो इंग्लैंड में रहता है।,hin,hin,0,0,0,0,0,0,0,0,0
"Air travel is fast; sea travel is, however, restful.",eng,eng,0,0,0,1,0,0,0,0,1
El lago Biwa apareció ante nuestra vista.,spa,spa,0,0,0,1,0,0,0,0,1
这没有任何区别。,cmn,cmn,0,0,0,0,0,0,0,0,0
Él dijo que la había visto a ella un mes antes.,spa,spa,0,0,0,1,0,0,0,0,1
You are telugu,eng,eng,0,0,0,1,0,0,0,0,1
不必在意。,cmn,cmn,0,0,0,0,0,0,0,0,0
How many sandwiches are there left?,eng,eng,0,0,1,0,0,0,0,0,1
他在三十日內渡過了太平洋。,cmn,cmn,0,0,0,0,0,0,0,0,0
El sábado viene antes que el domingo.,spa,spa,0,0,0,0,0,0,0,0,0
看那边那幢高楼。,cmn,cmn,0,0,0,0,0,0,0,0,0
Your story reminded me of my younger days.,eng,eng,0,0,0,1,0,0,0,0,1
वह अपने पति से नफ़रत करती थी।,hin,hin,0,0,0,0,0,0,0,0,0
En Asia existen muchos pueblos.,spa,spa,0,0,0,1,0,0,0,0,1
We must think about friends.,eng,eng,0,0,0,1,0,0,0,0,1
他被數字征服了。,cmn,cmn,0,0,0,0,0,0,0,0,0
Your method of teaching English is absurd.,eng,eng,0,0,0,0,0,0,0,0,0
Lo cierto es que los humanos no podemos vivir sin aire.,spa,spa,0,0,0,0,0,0,0,0,0
Él tiene un libro muy divertido.,spa,spa,0,0,0,0,0,0,0,0,0
मुझे अपनी घड़ी ठीक करनी है। धीरे चल रही है।,hin,hin,0,0,0,0,0,0,0,0,0
मुझे ज़ुकाम हो गया है।,hin,hin,0,0,1,0,0,0,0,0,1
我们通常会对其他人隐瞒自己的想法.,cmn,cmn,0,0,0,0,0,0,0,0,0
There are a good many reasons why you shouldn't do it.,eng,eng,0,0,1,0,0,0,0,0,1
"Hurry up, or you will miss the last train.",eng,eng,0,0,0,1,0,0,0,0,1
I'm going to speak to you with utmost candor so I want you to take everything I'm about to say at face value.,eng,eng,0,0,0,1,0,0,0,0,1
Él se vengó.,spa,spa,0,0,0,0,0,0,0,0,0
"Como ella está casada con un profesor de inglés, puede tomar clases gratis.",spa,spa,0,0,0,1,0,0,0,0,1
I spent idle days during the vacation.,eng,eng,0,0,0,0,0,0,0,0,0
The gold was beaten into thin plates.,eng,eng,0,0,0,0,0,0,0,0,0
听到这个悲伤的消息，她泣不成声。,cmn,cmn,0,0,0,0,0,0,0,0,0
The robber attacked her on a back street.,eng,eng,1,0,0,1,0,0,0,0,1
सड़क की मरम्मत जारी है।,hin,hin,1,0,0,0,0,0,0,0,1
तुम उसे अच्छी तरह से जानते हो क्या?,hin,hin,0,0,0,0,0,0,0,0,0
दोस्त जो मुसीबत में काम आए।,hin,hin,0,0,1,0,0,0,0,0,1
நீ பெண் ஆக இருக்கிறாய்,tam,tam,0,0,1,0,0,0,0,0,1
वह थोड़ी देर में वापस आ रहा है।,hin,hin,0,0,0,0,0,0,0,0,0
"Años de resistencia a la adversidad terminó cuando los conquistadores fueron superados en número por los salvajes, y sus esperanzas -y vidas-, llegaron a un triste final.",spa,spa,0,0,0,1,0,0,0,0,1
A rolling stone gathers no moss is a proverb.,eng,eng,0,0,0,1,0,0,0,0,1
Tienes buena letra.,spa,spa,0,0,0,0,0,0,0,0,0
No toques el botón.,spa,spa,0,0,0,0,0,0,0,0,0
好孩子总想让他的父母满意。,cmn,cmn,0,0,0,0,0,0,0,0,0
晚上好。,cmn,cmn,0,0,0,0,0,0,0,0,0
Ella es simpática conmigo.,spa,spa,0,0,0,0,0,0,0,0,0
Celebramos una fiesta de despedida para ella.,spa,spa,0,0,0,1,0,0,0,0,1
Desde aquí eso se ve blanco.,spa,spa,0,0,0,1,0,0,0,0,1
我试着解决问题，但我解决不了。,cmn,cmn,0,0,0,0,0,0,0,0,0
Él tenía noticias urgentes que comunicarme.,spa,spa,0,0,0,0,0,0,0,0,0
我现在感觉好多了，但我知道爸爸还是会很担心。,cmn,cmn,0,0,0,0,0,0,0,0,0
"Disculpe, permítame señalar tres errores que hay en el artículo de más arriba.",spa,spa,0,0,0,1,0,0,0,0,1
सूची से उनका नाम मिटाओ।,hin,hin,0,0,0,0,0,0,0,0,0
You only started this job an hour ago.,eng,eng,0,0,0,1,0,0,0,0,1
Es que todavía no he encontrado algo que busco.,spa,spa,0,0,0,1,0,0,0,0,1
देखिए! रसोईघर में एक बिल्ली है.,hin,hin,0,0,0,0,0,0,0,0,0
It's clear that you're wrong.,eng,eng,0,0,0,0,0,0,0,0,0
You will soon regret your rash conduct.,eng,eng,0,0,0,0,0,0,0,0,0
無論如何我明天都會打電話給你。,cmn,cmn,1,0,0,0,0,0,0,0,1
हमने उन्हें हाल ही में देखा नहीं है।,hin,hin,0,0,0,0,0,0,0,0,0
走了五分鐘，我們就到達了公園。,cmn,cmn,0,0,0,0,0,0,0,0,0
Education starts at home.,eng,eng,0,0,0,1,0,0,0,0,1
Todos los muchachos se enamoran de Julia.,spa,spa,0,0,0,0,0,0,0,0,0
तुम्हारे ऐसे दोस्त होने चाहिए के जो तुम्हारी मदद करें।,hin,hin,0,0,0,0,0,0,0,0,0
वह फ़ुटबॉल टीम का कप्तान है।,hin,hin,0,0,0,0,0,0,0,0,0
我希望可以更紧张我的成绩，但是似乎在我生命的某一刻，我决定它将不再那么重要了。,cmn,cmn,0,0,0,0,0,0,0,0,0
वह परीक्षा में फ़ेल हो गया।,hin,hin,0,0,0,0,0,0,0,0,0
¿Me podrías llamar más tarde por favor?,spa,spa,0,0,0,0,0,0,0,0,0
Él estuvo todo el tiempo callado.,spa,spa,0,0,0,1,0,0,0,0,1
¿No sabes que el queso se fabrica de la leche?,spa,spa,0,0,0,0,0,0,0,0,0
La redacción de ella no tenía errores gramaticales.,spa,spa,0,0,0,0,0,0,0,0,0
Anoche hacía mucho calor y no pude dormir bien.,spa,spa,0,0,0,0,0,0,0,0,0
Ella dio sus primeros pasos en la enseñanza mientras estaba en las tropas de paz.,spa,spa,0,0,0,1,0,0,0,0,1
Ella gana 30 dólares al día.,spa,spa,0,0,0,0,0,0,0,0,0
鐵和氧都是化學元素。,cmn,cmn,0,0,0,0,0,0,0,0,0
तुम बेवकूफ हो,hin,hin,0,0,1,0,0,1,0,0,1
No creo que esta camisa combine con una corbata roja.,spa,spa,0,0,0,1,0,0,0,0,1
Did you read it at all?,eng,eng,0,0,0,0,0,0,0,0,0
You must adapt to a variety of conditions.,eng,eng,0,0,0,1,0,0,0,0,1
"यह घर किराय वाला वाला है, बिकने वाला नहीं है।",hin,hin,0,0,0,0,0,0,0,0,0
"Para empeorar las cosas, comenzó a nevar.",spa,spa,0,0,0,0,0,0,0,0,0
你回来的时候，我已经走了。,cmn,cmn,0,0,0,0,0,0,0,0,0
Él no habla nuestra lengua.,spa,spa,0,0,0,1,0,0,0,0,1
Eres puta,spa,spa,0,0,1,0,0,0,0,0,1
Eres bueno cocinando.,spa,spa,0,0,0,0,0,0,0,0,0
Ese incendio abrasó toda la ciudad.,spa,spa,0,0,0,0,0,0,0,0,0
"¡Ah, allí hay una mariposa!",spa,spa,0,0,0,0,0,0,0,0,0
उसको मेहनत करने की आदत है।,hin,hin,0,0,0,0,0,0,0,0,0
Don't kill the goose that lays the golden eggs.,eng,eng,1,0,0,0,0,0,0,0,1
Ella decidió dejar el trabajo.,spa,spa,0,0,0,0,0,0,0,0,0
क्योटो में बहुत सारे पुराने मंदिर हैं।,hin,hin,0,0,0,0,0,0,0,0,0
केवल कुछ ही हाथी स्वेच्छा से यूरोप को जाना पसंद करेंगे।,hin,hin,0,0,0,0,0,0,0,0,0
你骗人！,cmn,cmn,0,0,0,0,0,0,0,0,0
城市由一支大军守卫。,cmn,cmn,0,0,0,0,0,0,0,0,0
¿Cómo de hecho desea el filete?,spa,spa,0,0,0,0,0,0,0,0,0
Don't enter the room without leave.,eng,eng,0,0,0,0,0,0,0,0,0
Pasamos el día libre en la costa.,spa,spa,0,0,0,1,0,0,0,0,1
वह बीमारी की वजह से हमारे साथ नहीं आ सका।,hin,hin,1,0,0,0,0,0,0,0,1
Ella lloró toda la noche.,spa,spa,0,0,0,0,0,0,0,0,0
वह हर सुबह अपने कुत्ते को सैर पर ले जाता है।,hin,hin,0,0,0,0,0,0,0,0,0
हमे गति सीमा का पालन करना चाहिए।,hin,hin,0,0,0,0,0,0,0,0,0
El sol de verano pegaba en nuestra frente.,spa,spa,0,0,0,1,0,0,0,0,1
You have only to give him a little help.,eng,eng,0,0,0,0,0,0,0,0,0
Mi padre odia el calor del verano.,spa,spa,0,0,0,0,0,0,0,0,0
明早九点给我打电话。,cmn,cmn,1,0,0,0,0,0,0,0,1
我们想不出保罗想做什么。,cmn,cmn,0,0,0,0,0,0,0,0,0
Ese adivino no es más que un mentiroso.,spa,spa,0,0,0,0,0,0,0,0,0
Eres matar,spa,spa,1,0,0,0,0,0,0,0,1
गाड़ी तैयार है।,hin,hin,0,0,0,0,0,0,0,0,0
Ese chico excavó una tumba para su mascota muerta.,spa,spa,0,0,0,1,0,0,0,0,1
आपको आज पाठशाला जाने की ज़रूरत नहीं है।,hin,hin,0,0,0,0,0,0,0,0,0
Why were you absent yesterday?,eng,eng,0,0,0,1,0,0,0,0,1
उसने मेरी जवानी का फ़ायदा उठाया।,hin,hin,0,0,0,0,0,0,0,0,0
Your argument is not any more convincing than that of my stubborn father.,eng,eng,0,0,0,1,0,0,0,0,1
No hay nada más qué decir.,spa,spa,0,0,0,0,0,0,0,0,0
"And yet, the contrary is always true as well.",eng,eng,0,0,0,0,0,0,0,0,0
क्या तुम मुझसे बात कर रही हो?,hin,hin,0,0,0,0,0,0,0,0,0
"Es una tarea difícil elegir qué está ""bien"" o ""mal"", pero has de hacerlo.",spa,spa,0,0,0,1,0,0,0,0,1
It is not necessary for you to take his advice if you don't want to.,eng,eng,0,0,0,0,0,0,0,0,0
वह बहुत अकलमंद है।,hin,hin,0,0,0,0,0,0,0,0,0
"लोकतंत्र सरकार का सबसे घिनौना रूप है, अगर बाकी सारी तरह की सरकारों को अंदेखा किया जाए तो।",hin,hin,0,0,0,0,0,0,0,0,0
她会尽全力及时赶到这儿的。,cmn,cmn,0,0,0,0,0,0,0,0,0
டாம் இன்னும் உயிருடனிருக்கிறான் என்று எண்ணுகிறேன்.,tam,tam,0,0,0,0,0,0,0,0,0
我胃痛。,cmn,cmn,0,0,0,0,0,0,0,0,0
No es necesario que asistamos a la conferencia.,spa,spa,0,0,0,1,0,0,0,0,1
तुम्हें मुझे माफ़ करना होगा।,hin,hin,0,0,0,0,0,0,0,0,0
您有打火机吗？,cmn,cmn,1,0,0,0,0,0,0,0,1
"Al ver al policía, huyó.",spa,spa,0,0,0,0,0,0,0,0,0
और-तो-और वह बीमार भी पड़ गया।,hin,hin,1,0,0,0,0,0,0,0,1
நீ சாக ஆக இருக்கிறாய்,tam,tam,1,0,0,0,0,0,0,0,1
No es necesario.,spa,spa,0,0,0,0,0,0,0,0,0
You won't be in time for school.,eng,eng,0,0,0,1,0,0,0,0,1
तेरा दिल बीमार है.,hin,hin,1,0,0,0,0,0,0,0,1
警察大概从一个月前就开始找被偷物品了。,cmn,cmn,0,0,0,0,0,0,0,0,0
No fue hasta ayer que supe la verdad.,spa,spa,0,0,0,1,0,0,0,0,1
Eres telugu,spa,spa,0,0,0,1,0,0,0,0,1
Ella ayudó a su madre por propia iniciativa.,spa,spa,0,0,0,0,0,0,0,0,0
एक पागल इनसान को अपने किये-धरे के लिए ज़िम्मेदार नहीं ठहराया जा सकता।,hin,hin,0,0,1,0,0,1,0,0,1
அவர்கள் அதிகளவு நீரை குடிக்கிறார்கள்.,tam,tam,0,0,0,0,0,0,0,0,0
Mi hermana mayor está entusiasmada con el tenis.,spa,spa,0,0,0,1,0,0,0,0,1
Este problema es demasiado complicado como para que lo resuelvan estudiantes de primaria.,spa,spa,0,0,0,1,0,0,0,0,1
El hombre ahogándose agarró fuerte la cuerda.,spa,spa,0,0,1,0,0,0,0,0,1
गांव के प्रधान ने अनाज को घुन आदि से बचाने के लिए एक विशाल अन्नागार बनाने का निर्णय किया।,hin,hin,0,0,0,0,0,0,0,0,0
大部份的人覺得我瘋了。,cmn,cmn,0,0,0,0,0,0,0,0,0
Si necesitas dinero te lo presto.,spa,spa,0,0,0,1,0,0,0,0,1
Ese edificio no armoniza con el panorama circundante.,spa,spa,0,0,0,0,0,0,0,0,0
她很害怕做演讲。,cmn,cmn,0,0,0,0,0,0,0,0,0
Para sostener este puente se necesitan columnas pesadas.,spa,spa,0,0,0,1,0,0,0,0,1
"कैंसर का अगर समय में पता चल जाए, तो उसका इलाज हो सकता है।",hin,hin,0,0,0,0,0,0,0,0,0
Eres hombre,spa,spa,0,0,1,0,0,0,0,0,1
I seasoned the fish with salt and pepper.,eng,eng,0,0,0,0,0,0,0,0,0
听到她成功的消息，他很高兴。,cmn,cmn,0,0,0,0,0,0,0,0,0
Would you be so kind as to post my letter?,eng,eng,0,0,0,1,0,0,0,0,1
Check your answers with his.,eng,eng,0,0,0,0,0,0,0,0,0
他睡着的时候，打呼声很响。,cmn,cmn,1,0,0,0,0,0,0,0,1
Él dijo no estar acostumbrado a hablar en público.,spa,spa,0,0,0,1,0,0,0,0,1
I must go there irrespective of what you think.,eng,eng,0,0,0,1,0,0,0,0,1
I think your father hoped you would go to college.,eng,eng,0,0,0,0,0,0,0,0,0
El perro estaba olfateando un palo.,spa,spa,0,0,0,1,0,0,0,0,1
मैंने एक साल के लिए सिगरेट पीना छोड़ दिया था।,hin,hin,0,0,0,0,0,0,0,0,0
I've given up on you!,eng,eng,0,0,0,0,0,0,0,0,0
Esto es una reproducción exacta del original.,spa,spa,0,0,0,1,0,0,0,0,1
交通事故没有一天是不在发生的。,cmn,cmn,0,0,0,0,0,0,0,0,0
我今天有空。,cmn,cmn,0,0,0,0,0,0,0,0,0
这个词是什么意思？,cmn,cmn,0,0,0,0,0,0,0,0,0
París es un lugar de gran encanto para las mujeres japonesas.,spa,spa,0,0,1,0,0,0,0,0,1
"Quien busca, encuentra.",spa,spa,0,0,0,1,0,0,0,0,1
我欠他1000美元。,cmn,cmn,0,0,0,0,0,0,0,0,0
It's been snowing all night.,eng,eng,0,0,0,0,0,0,0,0,0
"We are haunted by an ideal life, and it is because we have within us the beginning and the possibility for it.",eng,eng,0,0,0,0,0,0,0,0,0
शुरू हो रहा है।,hin,hin,0,0,0,0,0,0,0,0,0
Deberías llevar a cabo el plan según lo previsto.,spa,spa,0,0,0,1,0,0,0,0,1
Me mantengo en forma trotando todas las mañanas.,spa,spa,0,0,0,0,0,0,0,0,0
Él me mintió.,spa,spa,0,0,0,0,0,0,0,0,0
你真的没有优先权！,cmn,cmn,0,0,0,0,0,0,0,0,0
"If Spenser doesn't keep adding and translating sentences, the other contributors will surely surpass him.",eng,eng,0,0,0,0,0,0,0,0,0
养育一个孩子需要耐心。,cmn,cmn,0,0,0,0,0,0,0,0,0
तुम्हें अपनी मां की मदद करनी चाहिए।,hin,hin,0,0,0,0,0,0,0,0,0
इसकी बीवी कैलिफ़ोर्निया से है।,hin,hin,0,0,0,0,0,0,0,0,0
"Ocurra lo que ocurra, ya me he hecho a la idea.",spa,spa,0,0,0,0,0,0,0,0,0
"டாம் செய்வான், அல்லது வேறு யாராவது செய்வார்கள்.",tam,tam,0,0,0,0,0,0,0,0,0
तुम बेशर्म हो,hin,hin,0,0,1,0,0,0,0,0,1
तुम पागल हो,hin,hin,0,0,1,0,0,1,0,0,1
我没有一次演讲的时候是不紧张的。,cmn,cmn,0,0,0,0,0,0,0,0,0
Ese luchador se fracturó la pierna derecha en un combate.,spa,spa,0,0,0,0,0,0,0,0,0
No pudieron nadar porque hizo mal tiempo.,spa,spa,1,0,0,0,0,0,0,0,1
Entonces voy a hacer un sudoku en vez de seguir molestándote.,spa,spa,0,0,0,1,0,0,0,0,1
A veces él comía fuera con su familia.,spa,spa,0,0,0,0,0,0,0,0,0
He's very sexy.,eng,eng,0,0,1,0,0,0,0,0,1
perra desvergonzada musulmán,spa,spa,0,0,1,0,0,0,1,0,1
I read a book while eating.,eng,eng,0,0,0,0,0,0,0,0,0
La dieta básica de los japoneses es arroz y pescado.,spa,spa,1,0,0,1,0,0,0,0,1
मैं उस लड़की को देख मुस्कुरा रहा हूँ.,hin,hin,0,0,0,0,0,0,0,0,0
汽车发生故障了。,cmn,cmn,0,0,0,0,0,0,0,0,0
Esta sopa tiene demasiada sal.,spa,spa,0,0,0,1,0,0,0,0,1
उसे घूसखोरी से नफ़रत थी।,hin,hin,0,0,0,0,0,0,0,0,0
Estoy cansado y no puedo caminar más.,spa,spa,0,0,0,1,0,0,0,0,1
कम से कम शुक्रिया तो कह सकती हो।,hin,hin,0,0,0,0,0,0,0,0,0
两队打了场硬仗。,cmn,cmn,1,0,0,0,0,0,0,0,1
不要死！,cmn,cmn,1,0,0,0,0,0,0,0,1
"टमाटर वास्तव में सबज़ी नहीं है, फल है।",hin,hin,0,0,0,0,0,0,0,0,0
Él se está forrando.,spa,spa,0,0,0,1,0,0,0,0,1
सूरज चांद से बहुत ज़्यादा बड़ा है।,hin,hin,0,0,0,0,0,0,0,0,0
这顶帽子对我来说太小了。,cmn,cmn,0,0,0,0,0,0,0,0,0
我的心開始快速跳動。,cmn,cmn,0,0,0,0,0,0,0,0,0
你的演說十分精彩，但竟沒人懂得欣賞。,cmn,cmn,0,0,0,0,0,0,0,0,0
मैंने अपने सारे दोस्तों को इस बात के बारे में बता दिया था।,hin,hin,0,0,0,0,0,0,0,0,0
我想去看看那間房子。,cmn,cmn,0,0,0,0,0,0,0,0,0
बेकरी में जो लड़की काम करती है वह बहुत क्यूट है।,hin,hin,0,0,1,0,0,0,0,0,1
第一次攻击错过了目标。,cmn,cmn,1,0,0,0,0,0,0,0,1
明天下午2点以前，我希望这工作完成了。,cmn,cmn,0,0,0,0,0,0,0,0,0
¿Qué crees que hizo él?,spa,spa,0,0,0,0,0,0,0,0,0
वह मेरा ममेरा भाई नहीं है।,hin,hin,0,0,0,0,0,0,0,0,0
Ni que decir tiene que la amistad es más importante que el trabajo.,spa,spa,0,0,0,1,0,0,0,0,1
除了英语，这个学校的所有学生必须多学一门外语。,cmn,cmn,0,0,0,0,0,0,0,0,0
La mentira se extendió por todo el país.,spa,spa,0,0,0,0,0,0,0,0,0
Creo que esta medicina te hará efecto.,spa,spa,0,0,0,1,0,0,0,0,1
Lo admitieron en esa escuela.,spa,spa,0,0,0,1,0,0,0,0,1
"कूटशब्द ""Muriel"" है।",hin,hin,0,0,0,0,0,0,0,0,0
Can you ride a horse?,eng,eng,0,0,0,0,0,0,0,0,0
Vi a una mujer de negro.,spa,spa,0,0,1,1,0,0,0,0,1
ना घर का ना घाट का।,hin,hin,0,0,0,0,0,0,0,0,0
Él procuró no herir los sentimientos de nadie.,spa,spa,1,0,0,0,0,0,0,0,1
चिल्लाओ मत!,hin,hin,0,0,0,0,0,0,0,0,0
ग्रामवासी अजनबी को अपना शत्रु मानते थे।,hin,hin,0,0,0,0,0,0,0,0,0
Mi madre me hizo un vestido maravilloso.,spa,spa,0,0,0,1,0,0,0,0,1
நீ வெட்கமில்லாத ஆக இருக்கிறாய்,tam,tam,0,0,1,0,0,0,0,0,1
他们都冻死了。,cmn,cmn,1,0,0,0,0,0,0,0,1
Poseer intelecto es lo que nos diferencia de los animales.,spa,spa,0,0,0,0,0,0,0,0,0
You'll have to manufacture some kind of excuse.,eng,eng,0,0,1,0,0,0,0,0,1
My vacation went by quickly.,eng,eng,0,0,0,0,0,0,0,0,0
深呼吸有益健康。,cmn,cmn,0,0,0,0,0,0,0,0,0
A estas horas él ya debe de haber llegado a casa.,spa,spa,0,0,0,1,0,0,0,0,1
"Dijo: ""La vi hace cinco días"".",spa,spa,0,0,0,0,0,0,0,0,0
我对你的厚颜无耻感到惊讶。,cmn,cmn,0,0,1,0,0,0,0,0,1
这家工厂生产CD机。,cmn,cmn,0,0,0,0,0,0,0,0,0
Mi madre está haciendo los preparativos de la cena.,spa,spa,0,0,0,1,0,0,0,0,1
这个计划能否成功还不得而知。,cmn,cmn,0,0,0,0,0,0,0,0,0
औरत बेशर्म बौद्ध,hin,hin,0,0,1,0,0,0,1,0,1
The day will surely come when your dream will come true.,eng,eng,0,0,0,0,0,0,0,0,0
Not only you but I also was to blame.,eng,eng,0,0,0,0,0,0,0,0,0
What did you do on your vacation?,eng,eng,0,0,0,0,0,0,0,0,0
La vida de ella está en peligro.,spa,spa,0,0,0,1,0,0,0,0,1
¿Tú sabes por qué razón está ella tan enfadada?,spa,spa,0,0,0,1,0,0,0,0,1
Se decía que esa dama era una actriz.,spa,spa,0,0,0,0,0,0,0,0,0
Él está muy ilusionado con eso.,spa,spa,0,0,0,1,0,0,0,0,1
मैं टॉम और जॉन के बीच में बैठा।,hin,hin,0,0,0,0,0,0,0,0,0
I approve of your plan.,eng,eng,0,0,0,0,0,0,0,0,0
He's a good person.,eng,eng,0,0,0,0,0,0,0,0,0
Creo que ella sabe la verdad.,spa,spa,0,0,0,0,0,0,0,0,0
मैं ऑक्सफ़र्ड विश्वविद्यालय में विद्यार्थी हूँ।,hin,hin,0,0,0,0,0,0,0,0,0
我在火车开后才到达车站。,cmn,cmn,0,0,0,0,0,0,0,0,0
It's so painful. Stop it!,eng,eng,0,0,0,1,0,0,0,0,1
You can see a lot of stars in the sky.,eng,eng,0,0,0,1,0,0,0,0,1
हम सब आखिर तक तुम्हारा साथ देंगे।,hin,hin,0,0,0,0,0,0,0,0,0
हम जंगल में सैर करने गए थे।,hin,hin,0,0,0,0,0,0,0,0,0
Air is to man what water is to fish.,eng,eng,0,0,1,0,0,0,0,0,1
You have only to follow the directions.,eng,eng,0,0,0,0,0,0,0,0,0
There is nothing wrong with you.,eng,eng,0,0,0,0,0,0,0,0,0
அவர்கள் எதனால் என் உதவி தேவைப்பட்டது என்று கூறினார்கள்.,tam,tam,0,0,0,0,0,0,0,0,0
Please lend me your car.,eng,eng,0,0,0,0,0,0,0,0,0
We will be willing to make a deal with you after the auction.,eng,eng,0,0,0,0,0,0,0,0,0
他们被冻死了。,cmn,cmn,1,0,0,0,0,0,0,0,1
उसकी नाकामयाबी से मेरा कोई लेना-देना नहीं है।,hin,hin,0,0,1,0,0,0,0,0,1
"Bill, llámame esta noche.",spa,spa,0,0,0,1,0,0,0,0,1
मेरे ख़याल से तुम सही हो।,hin,hin,0,0,0,0,0,0,0,0,0
"Tras poner el despertador para sonar a las 7, ella se fue a dormir.",spa,spa,0,0,0,0,0,0,0,0,0
我没见过也没听过这样的事。,cmn,cmn,0,0,0,0,0,0,0,0,0
只好服從他了。,cmn,cmn,0,0,0,0,0,0,0,0,0
I envy your good health.,eng,eng,0,0,0,0,0,0,0,0,0
तुम दुष्ट हो,hin,hin,0,0,1,0,0,0,0,0,1
It was a surprise to see all the students behaving with decorum on prom night.,eng,eng,0,0,0,1,0,0,0,0,1
I'd like to study in Paris.,eng,eng,0,0,0,1,0,0,0,0,1
"When I was a child, I would spend hours reading alone in my room.",eng,eng,0,0,0,0,0,0,0,0,0
पार्टी शुरू करते हैं।,hin,hin,0,0,0,0,0,0,0,0,0
Education is an investment in the future.,eng,eng,0,0,0,1,0,0,0,0,1
Hasta aquí es lo que puedo leer.,spa,spa,0,0,0,1,0,0,0,0,1
Those selected will have to face extensive medical and psychological tests.,eng,eng,0,0,0,1,0,0,0,0,1
Estos libros son todos míos.,spa,spa,0,0,0,1,0,0,0,0,1
你那么做真是太过荒谬了.,cmn,cmn,0,0,0,0,0,0,0,0,0
"Por favor, escriba lo que voy a decir.",spa,spa,0,0,0,1,0,0,0,0,1
रविवार सप्ताह का अंतिम दिन होता है।,hin,hin,0,0,0,0,0,0,0,0,0
तुम काम हो,hin,hin,0,0,1,0,0,0,0,0,1
我不太看报纸。,cmn,cmn,0,0,0,0,0,0,0,0,0
